"X","NDX","ATVI","ADBE","AMD","ALXN","ALGN","GOOGL","GOOG","AMZN","AMGN","ADI","ANSS","AAPL","AMAT","ASML","ADSK","ADP","BIDU","BIIB","BMRN","BKNG","AVGO","CDNS","CDW","CERN","CHTR","CHKP","CTAS","CSCO","CTXS","CTSH","CMCSA","CPRT","COST","CSX","DXCM","DOCU","DLTR","EBAY","EA","EXC","EXPE","FB","FAST","FISV","GILD","IDXX","ILMN","INCY","INTC","INTU","ISRG","JD","KLAC","KHC","LRCX","LBTYA","LBTYK","LULU","MAR","MXIM","MELI","MCHP","MU","MSFT","MRNA","MDLZ","MNST","NTES","NFLX","NVDA","NXPI","ORLY","PCAR","PAYX","PYPL","PEP","PDD","QCOM","REGN","ROST","SGEN","SIRI","SWKS","SPLK","SBUX","SNPS","TMUS","TTWO","TSLA","TXN","TCOM","ULTA","VRSN","VRSK","VRTX","WBA","WDAY","WDC","XEL","XLNX"
"2020-01-16",9125,60.03516,345.380005,49.77,112.510002,285.029999,1450.160034,1451.699951,1877.939941,235.621002,117.239967,266.809998,78.27002,62.553677,299.563141,192.5,171.645645,139.490005,286.140015,89.129997,2054.75,296.139343,73.059998,142.80069,74.971619,508.779999,114.779999,286.51001,47.76894,115.928978,61.791,46.058792,97.209999,301.055634,75.944847,234.410004,73.080002,91.080002,35.521599,111.260002,45.432758,111.32637,221.770004,36.592003,120.209999,61.420853,289.920013,325.959991,80.620003,58.635937,275.801575,598.289978,39.560001,178.387344,30.442648,301.754395,21.469999,20.610001,243.710007,148.424866,60.521584,666.460022,107.63591,57.68,164.858597,21.01,54.24794,67.099998,69.414017,338.619995,248.593338,132.743607,441.070007,77.585838,85.734116,115.400002,136.623123,39.509998,89.884743,385.570007,117.687576,107.660004,7.15472,121.712326,160.320007,91.136917,149.690002,81.440002,127.639999,102.697998,127.347839,38.450001,277,213.539993,159.77034,235.5,52.737446,182.779999,67.782104,63.78381,100.113373
"2020-01-17",9173.730469,60.839867,349.73999,50.93,113.269997,280.700012,1479.52002,1480.390015,1864.719971,236.590912,117.574577,270.279999,79.136551,62.197414,298.528412,193.350006,173.598816,139.610001,285.5,88.269997,2054.689941,297.817535,73.730003,135.522003,75.249367,502.730011,113.75,284.230011,47.739723,116.266212,62.107628,46.677887,97.120003,302.694855,75.608376,230.789993,72.529999,91.550003,35.42271,112.93,46.064579,111.406075,222.139999,36.091816,120.68,61.207047,285.799988,324.720001,80.5,58.576965,281.758484,600.030029,40.349998,176.237747,29.771048,303.776245,21.15,20.360001,241.25,149.659897,59.945282,673.01001,108.219498,57.66,165.781265,20.620001,54.218449,67.309998,69.352554,339.670013,248.942871,132.407242,440.679993,77.546326,85.997246,116.040001,138.237823,39.43,93.919228,385.940002,117.31871,109,7.124909,122.780243,157.960007,92.160706,151.860001,82.150002,130.009995,102.099998,128.854568,38.939999,272.890015,214,159.760391,235.830002,52.72776,181.059998,67.377403,64.117302,101.624565
"2020-01-21",9166.629883,61.018688,350,51.049999,113.010002,273.170013,1482.25,1484.400024,1892,232.779831,117.417107,273.820007,78.60025,62.543781,296.896637,195.839996,172.941223,137.100006,287.190002,87.550003,1990.569946,297.123138,74.599998,134.759491,75.199768,503.589996,113.889999,282.040009,47.525467,116.891083,61.63269,46.481346,98.599998,311.218964,74.054642,231.619995,73.129997,89.5,35.323818,112.410004,46.249264,109.762184,221.440002,35.140488,120.610001,60.866901,284.839996,328.329987,78.650002,59.510662,283.910156,601.650024,40.060001,176.31662,29.75186,304.446899,20.34,19.549999,242.520004,143.793427,60.5802,658.460022,108.051338,58.970001,165.185989,20.940001,54.591969,66.82,67.566307,338.109985,247.604691,132.52597,440.600006,76.578484,86.396835,116.150002,138.825012,39.34,92.57766,363.709991,117.438347,108.669998,7.105035,122.414383,157.100006,91.087685,153.580002,82.029999,130.389999,109.440002,128.03273,35.860001,272.01001,214.440002,160.506714,233.990005,52.204453,182.309998,67.900551,64.735222,100.399811
"2020-01-22",9188.580078,59.925877,350.059998,51.43,111.400002,279.309998,1483.869995,1485.949951,1887.459961,231.947067,118.509506,274.730011,78.880821,63.226616,294.757477,194.729996,175.03183,134.800003,288.100006,87.589996,2000.780029,301.84903,74.800003,135.254639,74.912102,510.5,114.879997,282.339996,47.788422,118.19043,61.533745,46.618923,99.639999,309.85791,73.836929,235.649994,74.400002,89.870003,35.491932,113.089996,46.327026,109.622704,221.320007,35.238564,122.040001,61.615223,287.619995,330.950012,78.480003,61.65324,289.15979,610.23999,40.970001,177.618225,29.425653,307.070435,20.16,19.290001,244.300003,143.544418,61.049053,663.150024,108.160141,59.169998,164.392303,21.969999,54.523163,67.489998,67.435455,326,249.771744,133.1987,435.709991,75.985931,87.381165,115.5,140.312485,38.790001,91.040253,359.140015,117.049538,111.720001,7.15472,123.561401,156.440002,91.087685,153.429993,82.489998,130.110001,113.912003,130.459122,34.450001,273.970001,214.089996,162.785446,234.610001,51.768364,182.410004,67.782104,64.951012,100.044243
"2020-01-23",9216.980469,59.737122,351.76001,51.709999,108.550003,270.779999,1484.689941,1486.650024,1884.579956,230.271759,118.94252,277.709991,79.260696,63.226616,292.837219,198.600006,174.541077,134.199997,284.209991,85.629997,1993.199951,308.291656,75.419998,137.383774,75.070808,513.140015,115.510002,286.019989,47.720245,127.434601,61.889946,44.859901,99.900002,310.841431,75.845894,235.600006,74.330002,87.940002,35.215038,113.480003,46.608917,113.309013,219.759995,35.366058,122.230003,62.140018,285.899994,327,78.239998,62.233116,287.466339,615,40.77,180.004471,29.435249,308.135651,20.26,19.309999,243.059998,144.381088,62.113747,663.330017,109.060249,59.200001,165.404251,21.469999,54.493675,67.769997,66.402565,349.600006,252.518036,134.949738,436.049988,76.637741,87.371414,117.889999,140.576706,38.369999,90.090385,356.600006,117.847084,115.349998,7.114972,126.755249,157.839996,92.288666,154.960007,82.18,129.070007,114.440002,131.349487,34.259998,272.200012,215.020004,164.288025,233.910004,51.652073,184.380005,70.012878,65.617973,101.150459
"2020-01-24",9141.469727,59.01189,351.369995,50.349998,105.269997,269.980011,1466.170044,1466.709961,1861.640015,221.013474,115.70472,277.339996,79.032265,61.356239,294.3396,199.190002,173.932541,130,278.140015,86.150002,1962.959961,312.487091,74.580002,136.581619,73.860634,504.670013,115.480003,283.440002,47.574165,127.216377,61.761318,43.818249,100.290001,308.486877,75.905258,233.940002,74.18,87.709999,34.967815,112.330002,46.395069,111.724892,217.940002,34.836449,120.839996,61.372265,280.769989,319.579987,76.739998,67.294716,286.968262,589.200012,39.549999,176.898392,29.176203,302.336243,20.51,19.41,240.350006,140.456818,61.107662,660.580017,106.053322,57.759998,163.737518,21.120001,54.149647,67.099998,65.056427,353.160004,250.141235,133.831833,430.769989,75.837784,86.650223,116.980003,139.86232,37.34,87.789169,345.279999,115.404602,113.57,7.065287,120.941063,157,90.595482,154.050003,81.580002,125.279999,112.963997,127.700066,31.9,272.980011,212.75,164.487045,229.059998,50.431034,186.070007,68.621109,65.88279,99.560272
"2020-01-27",8952.179688,57.938946,346.899994,49.259998,105.300003,260.910004,1431.72998,1433.900024,1828.339966,218.427032,110.429756,270.700012,76.708298,58.436867,282.847778,195.869995,172.489731,126.279999,281.140015,84.620003,1908.890015,298.049042,72.620003,132.570923,72.819092,504.079987,114.330002,278.619995,46.230209,125.867447,61.118176,43.238464,99.5,307.433777,74.391113,235.449997,72.769997,88.400002,35.086479,110.559998,45.947933,108.676224,214.869995,34.571648,119.300003,62.033119,277.309998,313.920013,76.07,64.562439,282.664978,567.5,37.650002,167.935135,29.118637,289.761108,20.82,19.799999,236.740005,137.448868,58.890362,653.859985,101.859467,55.41,160.999283,22.74,53.756474,66.599998,63.858986,342.880005,239.875153,129.053543,426.809998,74.237877,85.480721,115.239998,139.099014,36.59,85.243134,339.420013,114.497398,110.43,7.075223,115.571831,153.589996,87.346924,150.380005,80.720001,123.07,111.603996,123.581024,31.450001,273.700012,209.770004,163.143677,227.369995,50.615158,183.960007,65.798096,65.637589,95.806999
"2020-01-28",9090.929688,59.637772,354.630005,50.529999,106.970001,267.820007,1450.5,1452.560059,1853.25,220.278687,112.496437,278.359985,78.878326,59.565029,288.718048,200.029999,175.002396,126.93,281.950012,85.889999,1917.449951,306.999268,74.18,134.145508,72.908356,499.339996,113.769997,277.959991,46.522373,124.528435,61.939415,43.277771,100.709999,308.824677,75.430244,234.940002,74.93,86.760002,35.808384,111.900002,46.395069,108.706108,217.789993,35.081638,120.43,62.548199,278.640015,314.279999,76.459999,66.154625,287.048004,569.72998,38.91,173.476761,28.907562,297.552795,21.040001,20.09,239.350006,140.685898,60.648571,674.719971,103.066177,56.470001,164.154221,22.360001,53.913742,66.879997,65.004898,348.519989,247.634628,131.259659,428.059998,75.818024,86.40657,116.519997,139.392593,36.959999,87.299538,344.079987,114.12854,112.93,7.085161,118.449265,155.570007,87.218948,152.050003,81.660004,125.970001,113.379997,125.273636,32.950001,273.869995,210.970001,163.999451,231.970001,51.148155,186.679993,67.525467,65.931847,97.397202
"2020-01-29",9101.610352,60.005356,351.660004,47.509998,106.940002,261.600006,1456.699951,1458.630005,1858,222.54184,111.433578,277.720001,80.529434,59.198872,294.648041,199.740005,167.876648,126.470001,282.519989,86.360001,1893.949951,306.227722,73.139999,133.551331,71.698181,490.73999,113.949997,280.25,45.821175,122.009102,62.256039,42.570232,100.720001,307.562927,76.726669,238.539993,76.919998,86.110001,34.196465,112.209999,46.472832,109.144485,223.229996,35.209141,120.040001,62.489887,280.799988,313.299988,74.989998,65.191452,284.81665,571.409973,39.139999,169.325485,28.418255,294.130371,20.610001,19.620001,243.660004,142.040466,60.10157,668.609985,101.345116,55.299999,166.713821,20.549999,53.628696,66.550003,66.087349,343.160004,245.207916,131.239883,424.130005,75.166222,85.178604,116.660004,138.697769,36.740002,86.398636,339.25,113.919174,111.809998,7.035475,116.570526,155.619995,85.368256,150.440002,80.260002,125.910004,116.197998,122.778732,32.860001,273.980011,212.130005,163.372543,232.410004,50.663612,183.610001,65.896797,66.128014,86.976952
"2020-01-30",9136.089844,60.492153,356.73999,48.779999,100.300003,262.890015,1454.25,1455.839966,1870.680054,221.562103,110.587219,280.140015,80.412743,59.624413,292.896912,198.990005,171.773224,125.739998,277.529999,85.199997,1872.089966,303.999817,73.160004,132.531326,72.19416,492.980011,114.370003,283.200012,46.006214,121.542923,61.810787,43.376038,102.349998,307.453674,76.974075,238.929993,79.110001,87.610001,34.671143,111.639999,46.715839,108.696144,209.529999,35.693077,121.230003,62.227486,283.730011,296,73.139999,65.329048,285.523926,570.840027,38.490002,170.508759,28.725271,306.685822,20.85,19.84,243.770004,142.737656,60.619267,671.080017,100.454903,55.029999,171.416428,20.99,57.796318,67.010002,65.026695,347.73999,245.477554,130.211014,419.880005,75.116837,85.724373,117.120003,140.752853,35.93,85.957977,336.179993,113.829453,109.870003,7.144783,114.929108,158.690002,84.501968,150.820007,80.940002,127.43,128.162003,122.611206,33.16,274.48999,213.339996,163.899948,230.309998,50.343815,188.149994,66.094215,67.442337,86.127525
"2020-01-31",8991.509766,58.0979,351.140015,47,99.389999,257.100006,1432.780029,1434.22998,2008.719971,211.667007,108.008781,274.329987,76.847343,57.387878,279.246033,196.850006,168.220184,123.559998,268.850006,83.5,1830.550049,294.316528,72.110001,129.184097,71.251808,517.460022,114.309998,278.970001,44.769386,120.233665,60.732292,42.442482,101.459999,303.529388,75.548996,240.75,78.510002,87.07,33.187778,107.919998,46.258987,108.048546,201.910004,34.448662,118.610001,61.420853,271.01001,290.070007,73.07,62.832645,279.298004,559.780029,37.689999,163.428894,28.015297,294.120483,20.52,19.48,239.389999,139.500641,58.724304,663,96.419304,53.09,168.886551,20.51,56.400562,66.599998,63.591351,345.089996,236.110229,125.501968,406.100006,73.289772,84.183411,113.889999,138.981583,35.220001,83.539238,337.940002,111.845566,108.389999,7.025538,111.883583,155.259995,83.507713,147.509995,79.190002,124.639999,130.113998,118.896019,32.130001,267.910004,208.139999,161.670959,227.050003,49.277824,184.630005,64.653091,67.86409,83.440994
"2020-02-03",9126.230469,57.829662,358,48.02,100.849998,253.020004,1482.599976,1485.939941,2004.199951,212.480179,108.254822,281.329987,76.636299,59.099918,286.708252,199.259995,170.723022,130.490005,272.730011,84.010002,1839.030029,294.384064,72.830002,131.600433,72.581017,532.049988,113.580002,282.01001,45.314754,121.67186,61.949314,41.921654,100.800003,300.032318,76.301125,237.089996,80.629997,87.510002,34.008572,105.040001,46.851921,107.400963,204.190002,35.406662,121.940002,64.491898,275.769989,293.410004,72.940002,63.314232,281.708679,565.619995,39.200001,167.560455,27.967323,304.210205,20.459999,19.450001,246.369995,140.914963,59.427593,677.97998,96.488548,53.779999,173.003815,20.379999,56.567657,67.419998,65.324074,358,240.004974,124.354385,406.230011,73.418167,84.958794,116.510002,139.461075,35.790001,84.684967,341.119995,113.48053,108.68,7.124909,113.742538,159.880005,84.669319,150.259995,79.459999,124.349998,156,121.606041,32.34,274.959991,210.559998,164.407425,230.509995,49.374737,188.570007,66.37059,68.119102,84.003975
"2020-02-04",9334.05957,58.823128,366.73999,49.450001,102.940002,256.519989,1445.410034,1447.069946,2049.669922,217.310165,110.675797,289.220001,79.166336,62.355751,297.722473,203.940002,172.666397,131.369995,283.290009,86.07,1864.51001,300.52771,74.419998,134.828796,73.622574,531.75,115.120003,285.959991,46.376289,122.485191,62.760662,43.513615,102.650002,302.913422,76.964172,243.699997,82.019997,88.309998,36.995075,107.07,46.745003,110.250374,209.830002,36.473309,123.889999,65.502625,279.119995,296,73.879997,64.33638,289.797363,574.070007,40.349998,176.306763,27.967323,320.937622,20.83,19.809999,247.990005,146.811325,60.941608,709.859985,100.603279,55.5,178.698502,20.870001,56.449707,68.879997,67.946945,369.01001,246.795776,129.112885,407.589996,75.235352,86.646973,120.080002,140.155899,36.509998,87.084114,356,115.99279,111.510002,7.164657,116.639748,167.809998,87.002373,155.809998,81.510002,126.93,177.412003,124.631409,34.099998,273.519989,214.479996,167.303116,239.660004,50.72176,194.699997,67.545204,67.971985,84.724998
"2020-02-05",9367.480469,58.465481,365.549988,49.84,103.650002,267.5,1446.050049,1448.22998,2039.869995,227.23465,114.828835,283.950012,79.811897,63.13755,304.776764,202.080002,175.316452,130.75,332.869995,89,1939.290039,306.102325,74.32,134.719864,77.967308,522.179993,115.519997,291.339996,47.184612,121.751213,64.284416,43.818249,102.160004,306.937042,77.360039,238.539993,80.739998,88.709999,36.718185,107.82,46.978291,110.688744,210.110001,37.184406,121.669998,64.015694,274.399994,300.350006,76,66.184105,288.69162,576.559998,39.939999,168.891632,28.178398,321.154602,21.07,20,243.899994,147.120102,63.002625,675.840027,107.329285,56.77,178.48024,20.049999,56.931343,68.949997,66.979477,369.670013,250.420853,132.79306,419.209991,77.022903,86.401604,119.720001,141.212799,35.720001,89.02301,372.160004,118.37545,118.300003,7.124909,118.300941,163.880005,86.596886,154.210007,81.790001,120.760002,146.940002,130.514618,33.93,278.179993,213.259995,167.731018,240.759995,51.341972,188.470001,67.229347,67.971985,87.144867
"2020-02-06",9445.919922,59.866268,367.459991,49.32,104.040001,266.76001,1475.969971,1476.22998,2050.22998,226.754593,113.952957,285.880005,80.745445,62.533882,307.990479,206,176.926117,133.160004,337.23999,88.870003,1960.900024,308.330231,74.540001,133.333466,78.314491,526.559998,117.529999,293.649994,47.418346,121.235451,70.666351,43.828075,102.949997,309.236816,77.508484,239,81.440002,87.940002,37.578533,110,46.910244,111.336334,210.850006,37.431316,121.669998,66.28981,280.670013,301.230011,75.809998,66.263123,293.074615,581.549988,40.380001,169.34523,27.880976,319.083374,21.049999,19.959999,243.779999,145.636047,62.592373,671,107.299614,58.68,182.180817,19.879999,57.422806,69.449997,68.769699,366.950012,253.906143,133.89119,398.130005,76.627861,86.813828,119.889999,141.242157,36.380001,88.729233,389.850006,117.827148,118.639999,7.144783,116.362885,162.669998,85.202393,154.770004,82.769997,127.739998,149.792007,130.59346,34.07,293.049988,216.940002,168.11908,239.119995,51.836201,187.5,67.811714,67.971985,86.641136
